worker_id,assignment_id,abs_scu_id,abs_sent_id_1,text_1_html,text_2_html,text_1,prev_text_sent_id_1,prev_text_1,abs_sent_id_2,text_2,prev_text_sent_id_2,prev_text_2,year,topic,source,source-doc_1,source-doc_2,source-data,key,alignments
WYG,33LK57MYLT60YHTGHCROFDWVRE1SZW,TAC2011~!~D1117-B-BCFH~!~34~!~SCU,TAC2011~!~D1117-B-BCFH~!~3,"On March 1st , Major General Weightman , Chief of Walter Reed , was <strong>fired</strong> by Army Secretary Harvey because the army had <strong>lost</strong> trust and confidence in him .","Army Secretary Francis Harvey , who <strong>dismissed</strong> Walter Reed commander General George Weightman the previous Thursday , has <strong>resigned</strong> himself .   ","On March 1st, Major General Weightman, Chief of Walter Reed, was fired by Army Secretary Harvey because the army had lost trust and confidence in him.",TAC2011~!~D1117-B-BCFH~!~1,-----------------,TAC2011~!~D1117-B-BCFH~!~19,"Army Secretary Francis Harvey, who dismissed Walter Reed commander General George Weightman the previous Thursday, has resigned himself.   ",TAC2011~!~D1117-B-BCFH~!~18,A Defense Department spokesman said that the Disability Evaluation System will be improved.,TAC2011,D1117-B-BCFH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1117-B-BCFH~!~19~!~TAC2011~!~D1117-B-BCFH~!~3,"[{'sent1': [['TAC2011~!~D1117-B-BCFH~!~3~!~14~!~fired~!~15328', 'Who was fired by someone? - Major General Weightman', 'fired']], 'sent2': [['TAC2011~!~D1117-B-BCFH~!~19~!~6~!~dismissed~!~14102', 'Who did someone dismiss? - General George Weightman', 'dismissed']]}, {'sent1': [['TAC2011~!~D1117-B-BCFH~!~3~!~14~!~fired~!~15329', 'Who was someone fired by? - Harvey', 'fired']], 'sent2': [['TAC2011~!~D1117-B-BCFH~!~19~!~6~!~dismissed~!~14100', 'Who dismissed someone? - Francis Harvey', 'dismissed']]}, {'sent1': [['TAC2011~!~D1117-B-BCFH~!~3~!~14~!~fired~!~6112', 'When was someone fired by someone? - March 1st', 'fired']], 'sent2': [['TAC2011~!~D1117-B-BCFH~!~19~!~6~!~dismissed~!~3525', 'When did someone dismiss someone? - the previous Thursday', 'dismissed']]}]"
ROG,3X65QVEQI0O0MBNG5PAFSTHFRDICL1,TAC2011~!~D1117-B-BCFH~!~34~!~SCU,TAC2011~!~D1117-B-BCFH~!~3,"On March 1st , Major General Weightman , Chief of Walter Reed , was <strong>fired</strong> by Army Secretary Harvey because the army had <strong>lost</strong> trust and confidence in him .","Army Secretary Francis Harvey , who <strong>dismissed</strong> Walter Reed commander General George Weightman the previous Thursday , has <strong>resigned</strong> himself .   ","On March 1st, Major General Weightman, Chief of Walter Reed, was fired by Army Secretary Harvey because the army had lost trust and confidence in him.",TAC2011~!~D1117-B-BCFH~!~1,-----------------,TAC2011~!~D1117-B-BCFH~!~19,"Army Secretary Francis Harvey, who dismissed Walter Reed commander General George Weightman the previous Thursday, has resigned himself.   ",TAC2011~!~D1117-B-BCFH~!~18,A Defense Department spokesman said that the Disability Evaluation System will be improved.,TAC2011,D1117-B-BCFH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1117-B-BCFH~!~19~!~TAC2011~!~D1117-B-BCFH~!~3,"[{'sent1': [['TAC2011~!~D1117-B-BCFH~!~3~!~14~!~fired~!~15328', 'Who was fired by someone? - Major General Weightman', 'fired']], 'sent2': [['TAC2011~!~D1117-B-BCFH~!~19~!~6~!~dismissed~!~14102', 'Who did someone dismiss? - General George Weightman', 'dismissed']]}, {'sent1': [['TAC2011~!~D1117-B-BCFH~!~3~!~14~!~fired~!~15327', 'Who was fired by someone? - Chief of Walter Reed', 'fired']], 'sent2': [['TAC2011~!~D1117-B-BCFH~!~19~!~6~!~dismissed~!~14103', 'Who did someone dismiss? - Walter Reed commander', 'dismissed']]}, {'sent1': [['TAC2011~!~D1117-B-BCFH~!~3~!~14~!~fired~!~15329', 'Who was someone fired by? - Harvey', 'fired']], 'sent2': [['TAC2011~!~D1117-B-BCFH~!~19~!~6~!~dismissed~!~14100', 'Who dismissed someone? - Francis Harvey', 'dismissed']]}, {'sent1': [['TAC2011~!~D1117-B-BCFH~!~3~!~14~!~fired~!~15330', 'Who was someone fired by? - Army Secretary', 'fired']], 'sent2': [['TAC2011~!~D1117-B-BCFH~!~19~!~6~!~dismissed~!~14101', 'Who dismissed someone? - Army Secretary', 'dismissed']]}, {'sent1': [['TAC2011~!~D1117-B-BCFH~!~3~!~14~!~fired~!~6112', 'When was someone fired by someone? - March 1st', 'fired']], 'sent2': [['TAC2011~!~D1117-B-BCFH~!~19~!~6~!~dismissed~!~3525', 'When did someone dismiss someone? - the previous Thursday', 'dismissed']]}]"
ROG,3A1COHJ8NJWWOCEDXSFCYFSPK4GH8J,TAC2011~!~D1101-A-ABCD~!~10~!~SCU,TAC2011~!~D1101-A-ABCD~!~17,"On October 2 , 2006 , a gunman , Charles Roberts , <strong>entered</strong> an Amish school near Lancaster , PA , <strong>took</strong> the children hostage , <strong>killed</strong> five girls and <strong>wounded</strong> seven other children before <strong>killing</strong> himself .  ","Monday morning , October 2 , Charles Carl Roberts IV , 32 , <strong>armed</strong> with a handgun and shotgun , <strong>laid</strong> siege to the one - room West Nickel Mines Amish School in Lancaster County , PA .  ","On October 2, 2006, a gunman, Charles Roberts, entered an Amish school near Lancaster, PA, took the children hostage, killed five girls and wounded seven other children before killing himself.  ",TAC2011~!~D1101-A-ABCD~!~1,-----------------,TAC2011~!~D1101-A-ABCD~!~25,"Monday morning, October 2, Charles Carl Roberts IV, 32, armed with a handgun and shotgun, laid siege to the one-room West Nickel Mines Amish School in Lancaster County, PA.  ",TAC2011~!~D1101-A-ABCD~!~1,-----------------,TAC2011,D1101-A-ABCD,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1101-A-ABCD~!~17~!~TAC2011~!~D1101-A-ABCD~!~25,"[{'sent1': [['TAC2011~!~D1101-A-ABCD~!~17~!~21~!~took~!~13360', 'Who took something? - Charles Roberts', 'took']], 'sent2': [['TAC2011~!~D1101-A-ABCD~!~25~!~20~!~laid~!~541', 'Who laid something? - Charles Carl Roberts IV', 'laid']]}, {'sent1': [['TAC2011~!~D1101-A-ABCD~!~17~!~21~!~took~!~1894', 'When did someone take something? - On October 2 , 2006', 'took']], 'sent2': [['TAC2011~!~D1101-A-ABCD~!~25~!~20~!~laid~!~12755', 'When was something laid to something? - October 2', 'laid']]}, {'sent1': [['TAC2011~!~D1101-A-ABCD~!~17~!~21~!~took~!~1893', 'Where did someone take something? - an Amish school near Lancaster , PA', 'took']], 'sent2': [['TAC2011~!~D1101-A-ABCD~!~25~!~20~!~laid~!~540', 'What was something laid to? - the one - room West Nickel Mines Amish School', 'laid']]}]"
WYG,3A7Y0R2P2OPIUJABT0UPQRPXNVLJX5,TAC2011~!~D1101-A-ABCD~!~10~!~SCU,TAC2011~!~D1101-A-ABCD~!~17,"On October 2 , 2006 , a gunman , Charles Roberts , <strong>entered</strong> an Amish school near Lancaster , PA , <strong>took</strong> the children hostage , <strong>killed</strong> five girls and <strong>wounded</strong> seven other children before <strong>killing</strong> himself .  ","Monday morning , October 2 , Charles Carl Roberts IV , 32 , <strong>armed</strong> with a handgun and shotgun , <strong>laid</strong> siege to the one - room West Nickel Mines Amish School in Lancaster County , PA .  ","On October 2, 2006, a gunman, Charles Roberts, entered an Amish school near Lancaster, PA, took the children hostage, killed five girls and wounded seven other children before killing himself.  ",TAC2011~!~D1101-A-ABCD~!~1,-----------------,TAC2011~!~D1101-A-ABCD~!~25,"Monday morning, October 2, Charles Carl Roberts IV, 32, armed with a handgun and shotgun, laid siege to the one-room West Nickel Mines Amish School in Lancaster County, PA.  ",TAC2011~!~D1101-A-ABCD~!~1,-----------------,TAC2011,D1101-A-ABCD,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1101-A-ABCD~!~17~!~TAC2011~!~D1101-A-ABCD~!~25,{}
WYG,33IZTU6J812BTMT1GU33ISGKJEYSXU,DUC2007-update~!~D0740-B-DHIJ~!~25~!~SCU,DUC2007-update~!~D0740-B-DHIJ~!~26,They <strong>gained</strong> vital time by <strong>obtaining</strong> flight permission from China before <strong>taking</strong> off .,"Having <strong>gotten</strong> permission before their departure , they <strong>passed</strong> over southern China .",They gained vital time by obtaining flight permission from China before taking off.,DUC2007-update~!~D0740-B-DHIJ~!~25,"The third attempt had started on March 1, when Piccard and British teammate Brian Jones flew southwestward from the Geneva area before catching a favorable jet stream and heading eastward around the world.",DUC2007-update~!~D0740-B-DHIJ~!~5,"Having gotten permission before their departure, they passed over southern China.",DUC2007-update~!~D0740-B-DHIJ~!~4,They drifted down to North Africa and then crossed toward Asia.,DUC2007-update,D0740-B-DHIJ,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,DUC2007-update~!~D0740-B-DHIJ~!~26~!~DUC2007-update~!~D0740-B-DHIJ~!~5,"[{'sent1': [['DUC2007-update~!~D0740-B-DHIJ~!~26~!~1~!~gained~!~3798', 'Who gained something? - They', 'gained']], 'sent2': [['DUC2007-update~!~D0740-B-DHIJ~!~5~!~1~!~gotten~!~5974', 'Who got something? - they', 'gotten']]}, {'sent1': [['DUC2007-update~!~D0740-B-DHIJ~!~26~!~5~!~obtaining~!~1719', 'What did someone obtain from someone? - flight permission', 'obtaining']], 'sent2': [['DUC2007-update~!~D0740-B-DHIJ~!~5~!~1~!~gotten~!~5975', 'What did someone get? - permission', 'gotten']]}, {'sent1': [['DUC2007-update~!~D0740-B-DHIJ~!~26~!~5~!~obtaining~!~1721', 'When did someone obtain something from someone? - before taking off', 'obtaining']], 'sent2': [['DUC2007-update~!~D0740-B-DHIJ~!~5~!~1~!~gotten~!~5976', 'When did someone get something? - their departure', 'gotten']]}]"
ROG,3Z7VU45IPYI04XUM4TC4JC9M2PYZ1G,DUC2007-update~!~D0740-B-DHIJ~!~25~!~SCU,DUC2007-update~!~D0740-B-DHIJ~!~26,They <strong>gained</strong> vital time by <strong>obtaining</strong> flight permission from China before <strong>taking</strong> off .,"Having <strong>gotten</strong> permission before their departure , they <strong>passed</strong> over southern China .",They gained vital time by obtaining flight permission from China before taking off.,DUC2007-update~!~D0740-B-DHIJ~!~25,"The third attempt had started on March 1, when Piccard and British teammate Brian Jones flew southwestward from the Geneva area before catching a favorable jet stream and heading eastward around the world.",DUC2007-update~!~D0740-B-DHIJ~!~5,"Having gotten permission before their departure, they passed over southern China.",DUC2007-update~!~D0740-B-DHIJ~!~4,They drifted down to North Africa and then crossed toward Asia.,DUC2007-update,D0740-B-DHIJ,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,DUC2007-update~!~D0740-B-DHIJ~!~26~!~DUC2007-update~!~D0740-B-DHIJ~!~5,"[{'sent1': [['DUC2007-update~!~D0740-B-DHIJ~!~26~!~5~!~obtaining~!~1718', 'Who obtained something from someone? - They', 'obtaining']], 'sent2': [['DUC2007-update~!~D0740-B-DHIJ~!~5~!~1~!~gotten~!~5974', 'Who got something? - they', 'gotten']]}, {'sent1': [['DUC2007-update~!~D0740-B-DHIJ~!~26~!~5~!~obtaining~!~1719', 'What did someone obtain from someone? - flight permission', 'obtaining']], 'sent2': [['DUC2007-update~!~D0740-B-DHIJ~!~5~!~1~!~gotten~!~5975', 'What did someone get? - permission', 'gotten']]}]"
ROG,3QXNC7EIPIWLRHRR4CE5SJOJITW09P,TAC2011~!~D1124-B-CEFG~!~10~!~SCU,TAC2011~!~D1124-B-CEFG~!~7,The government is <strong>charged</strong> with failure to <strong>act</strong> promptly .,Lawsuits were <strong>brought</strong> over environmental damage and the 102-day delay in response .,The government is charged with failure to act promptly.,TAC2011~!~D1124-B-CEFG~!~6,"A human rights law suit claiming the government and the gas company were at fault, and a suit for compensation, are before the court.  ",TAC2011~!~D1124-B-CEFG~!~25,Lawsuits were brought over environmental damage and the 102-day delay in response.,TAC2011~!~D1124-B-CEFG~!~24,"Protestors blocked a main road junction and railway, demanding compensation for their destroyed homes.",TAC2011,D1124-B-CEFG,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1124-B-CEFG~!~25~!~TAC2011~!~D1124-B-CEFG~!~7,"[{'sent1': [['TAC2011~!~D1124-B-CEFG~!~7~!~3~!~charged~!~5630', 'What is someone charged with? - failure to act promptly', 'charged']], 'sent2': [['TAC2011~!~D1124-B-CEFG~!~25~!~2~!~brought~!~6389', 'What was brought? - Lawsuits', 'brought'], ['TAC2011~!~D1124-B-CEFG~!~25~!~2~!~brought~!~15437', 'Why was something brought? - the 102-day delay in response', 'brought']]}]"
WYG,3YDGXNSEOZV2C0QIILVT4QJLEPQ48V,TAC2011~!~D1124-B-CEFG~!~10~!~SCU,TAC2011~!~D1124-B-CEFG~!~7,The government is <strong>charged</strong> with failure to <strong>act</strong> promptly .,Lawsuits were <strong>brought</strong> over environmental damage and the 102-day delay in response .,The government is charged with failure to act promptly.,TAC2011~!~D1124-B-CEFG~!~6,"A human rights law suit claiming the government and the gas company were at fault, and a suit for compensation, are before the court.  ",TAC2011~!~D1124-B-CEFG~!~25,Lawsuits were brought over environmental damage and the 102-day delay in response.,TAC2011~!~D1124-B-CEFG~!~24,"Protestors blocked a main road junction and railway, demanding compensation for their destroyed homes.",TAC2011,D1124-B-CEFG,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1124-B-CEFG~!~25~!~TAC2011~!~D1124-B-CEFG~!~7,"[{'sent1': [['TAC2011~!~D1124-B-CEFG~!~7~!~3~!~charged~!~5630', 'What is someone charged with? - failure to act promptly', 'charged']], 'sent2': [['TAC2011~!~D1124-B-CEFG~!~25~!~2~!~brought~!~15437', 'Why was something brought? - the 102-day delay in response', 'brought']]}]"
ROG,38BQUHLA9W1L1I24V6KLN6QLGVGOMZ,TAC2008~!~D0814-A-CEFH~!~17~!~SCU,TAC2008~!~D0814-A-CEFH~!~6,"Libya <strong>hosted</strong> a "" mini - summit "" with leaders of Sudan , Egypt , Nigeria , Chad and the JEM in Tripoli on October 17 - 21 ; SLA <strong>declined</strong> .","Libya and the African Union have <strong>invited</strong> Sudanese President Omar al - Beshir to <strong>attend</strong> a mini - summit in Libya on October 21st with Chad , Egypt and Nigeria .","Libya hosted a ""mini-summit"" with leaders of Sudan, Egypt, Nigeria, Chad and the JEM in Tripoli on October 17-21; SLA declined.",TAC2008~!~D0814-A-CEFH~!~5,"AU-lead peace talks in Abuja between those Darfur rebels and Sudan ran August 23 through September 17, reconvened October 21, but were suspended by the AU on October 27.",TAC2008~!~D0814-A-CEFH~!~15,"Libya and the African Union have invited Sudanese President Omar al-Beshir to attend a mini-summit in Libya on October 21st with Chad, Egypt and Nigeria.",TAC2008~!~D0814-A-CEFH~!~1,-----------------,TAC2008,D0814-A-CEFH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2008~!~D0814-A-CEFH~!~15~!~TAC2008~!~D0814-A-CEFH~!~6,{}
WYG,3UN61F00HWQQQO9EVZK30ZK44D8R5Y,TAC2008~!~D0814-A-CEFH~!~17~!~SCU,TAC2008~!~D0814-A-CEFH~!~6,"Libya <strong>hosted</strong> a "" mini - summit "" with leaders of Sudan , Egypt , Nigeria , Chad and the JEM in Tripoli on October 17 - 21 ; SLA <strong>declined</strong> .","Libya and the African Union have <strong>invited</strong> Sudanese President Omar al - Beshir to <strong>attend</strong> a mini - summit in Libya on October 21st with Chad , Egypt and Nigeria .","Libya hosted a ""mini-summit"" with leaders of Sudan, Egypt, Nigeria, Chad and the JEM in Tripoli on October 17-21; SLA declined.",TAC2008~!~D0814-A-CEFH~!~5,"AU-lead peace talks in Abuja between those Darfur rebels and Sudan ran August 23 through September 17, reconvened October 21, but were suspended by the AU on October 27.",TAC2008~!~D0814-A-CEFH~!~15,"Libya and the African Union have invited Sudanese President Omar al-Beshir to attend a mini-summit in Libya on October 21st with Chad, Egypt and Nigeria.",TAC2008~!~D0814-A-CEFH~!~1,-----------------,TAC2008,D0814-A-CEFH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2008~!~D0814-A-CEFH~!~15~!~TAC2008~!~D0814-A-CEFH~!~6,"[{'sent1': [['TAC2008~!~D0814-A-CEFH~!~6~!~1~!~hosted~!~5109', 'Who hosted something with someone? - Libya', 'hosted']], 'sent2': [['TAC2008~!~D0814-A-CEFH~!~15~!~6~!~invited~!~14941', 'Who invited someone somewhere? - Libya', 'invited']]}, {'sent1': [['TAC2008~!~D0814-A-CEFH~!~6~!~1~!~hosted~!~5110', 'What did someone host with someone? - a "" mini - summit ""', 'hosted']], 'sent2': [['TAC2008~!~D0814-A-CEFH~!~15~!~6~!~invited~!~5206', 'What did someone invite someone to? - to attend a mini - summit', 'invited']]}, {'sent1': [['TAC2008~!~D0814-A-CEFH~!~6~!~1~!~hosted~!~5111', 'Who did someone host something with? - leaders of Sudan , Egypt , Nigeria , Chad and the JEM', 'hosted']], 'sent2': [['TAC2008~!~D0814-A-CEFH~!~15~!~6~!~invited~!~14944', 'Who did someone invite someone with? - Nigeria', 'invited'], ['TAC2008~!~D0814-A-CEFH~!~15~!~6~!~invited~!~14945', 'Who did someone invite someone with? - Egypt', 'invited'], ['TAC2008~!~D0814-A-CEFH~!~15~!~6~!~invited~!~14946', 'Who did someone invite someone with? - Chad', 'invited']]}, {'sent1': [['TAC2008~!~D0814-A-CEFH~!~6~!~1~!~hosted~!~5113', 'When did someone host something with someone? - on October 17 - 21', 'hosted']], 'sent2': [['TAC2008~!~D0814-A-CEFH~!~15~!~6~!~invited~!~5208', 'When did someone invite someone? - on October 21st', 'invited']]}]"
ROG,38F71OA9GTXRV5PBW31V0CH7NKVFMP,TAC2008~!~D0831-A-DEFG~!~40~!~SCU,TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80,"The politicians are among 59 people <strong>held</strong> hostage by the FARC , <strong>including</strong> 22 politicians , 34 military personnel and police officers and three US nationals .",The trio <strong>remain</strong> in captivity despite a five - million - dollar US reward for information <strong>leading</strong> to their release and an August offer from Colombian President Alvaro Uribe to <strong>swap</strong> 50 <strong>imprisoned</strong> rebels for their freedom along with that of 22 politicians and 34 soldiers and police officers <strong>held</strong> by the FARC .,"The politicians are among 59 people held hostage by the FARC, including 22 politicians, 34 military personnel and police officers and three US nationals.",-1,------------------,TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102,The trio remain in captivity despite a five-million-dollar US reward for information leading to their release and an August offer from Colombian President Alvaro Uribe to swap 50 imprisoned rebels for their freedom along with that of 22 politicians and 34 soldiers and police officers held by the FARC.,-1,------------------,TAC2008,D0831-A,doc-doc,source_document,source_document,doc-dev,TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80,"[{'sent1': [['TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80~!~6~!~held~!~6717', 'Who held someone? - the FARC', 'held']], 'sent2': [['TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~49~!~held~!~3616', 'Who was holding someone? - the FARC', 'held']]}, {'sent1': [['TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80~!~6~!~held~!~15568', 'Who was held? - police officers', 'held']], 'sent2': [['TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~49~!~held~!~14143', 'Who was being held? - police officers', 'held']]}, {'sent1': [['TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80~!~6~!~held~!~15569', 'Who was held? - 34 military personnel', 'held']], 'sent2': [['TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~49~!~held~!~14144', 'Who was being held? - 34 soldiers', 'held']]}, {'sent1': [['TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80~!~6~!~held~!~15570', 'Who was held? - 22 politicians', 'held']], 'sent2': [['TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~49~!~held~!~14145', 'Who was being held? - 22 politicians', 'held']]}]"
WYG,3WLEIWSYHOIL2XCOHB6BOOFMXUK2HC,TAC2008~!~D0831-A-DEFG~!~40~!~SCU,TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80,"The politicians are among 59 people <strong>held</strong> hostage by the FARC , <strong>including</strong> 22 politicians , 34 military personnel and police officers and three US nationals .",The trio <strong>remain</strong> in captivity despite a five - million - dollar US reward for information <strong>leading</strong> to their release and an August offer from Colombian President Alvaro Uribe to <strong>swap</strong> 50 <strong>imprisoned</strong> rebels for their freedom along with that of 22 politicians and 34 soldiers and police officers <strong>held</strong> by the FARC .,"The politicians are among 59 people held hostage by the FARC, including 22 politicians, 34 military personnel and police officers and three US nationals.",-1,------------------,TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102,The trio remain in captivity despite a five-million-dollar US reward for information leading to their release and an August offer from Colombian President Alvaro Uribe to swap 50 imprisoned rebels for their freedom along with that of 22 politicians and 34 soldiers and police officers held by the FARC.,-1,------------------,TAC2008,D0831-A,doc-doc,source_document,source_document,doc-dev,TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80,"[{'sent1': [['TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80~!~6~!~held~!~6717', 'Who held someone? - the FARC', 'held']], 'sent2': [['TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~49~!~held~!~3616', 'Who was holding someone? - the FARC', 'held']]}, {'sent1': [['TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80~!~6~!~held~!~15569', 'Who was held? - 34 military personnel', 'held']], 'sent2': [['TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~49~!~held~!~14144', 'Who was being held? - 34 soldiers', 'held']]}, {'sent1': [['TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80~!~6~!~held~!~15570', 'Who was held? - 22 politicians', 'held']], 'sent2': [['TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~49~!~held~!~14145', 'Who was being held? - 22 politicians', 'held']]}, {'sent1': [['TAC2008~!~D0831-A~!~AFP_ENG_20041029.0154~!~80~!~6~!~held~!~15568', 'Who was held? - police officers', 'held']], 'sent2': [['TAC2008~!~D0831-A~!~AFP_ENG_20041013.0694~!~102~!~49~!~held~!~14143', 'Who was being held? - police officers', 'held']]}]"
ROG,3E4GGUZ1T8SC4NDWNW981GVEQLPK2K,TAC2011~!~D1122-A-CDEF~!~113~!~SCU,TAC2011~!~D1122-A-CDEF~!~13,"At least four people are dead , 79 injured and about 30 are <strong>missing</strong> .  ",At least six people were <strong>killed</strong> and 79 <strong>injured</strong> when steel <strong>arched</strong> 8 lane bridge <strong>collapsed</strong> over the Mississippi River <strong>plunging</strong> vehicles and massive chunks of concrete into the <strong>rushing</strong> waters .,"At least four people are dead, 79 injured and about 30 are missing.  ",TAC2011~!~D1122-A-CDEF~!~12,"Minneapolis' I-35W bridge collapsed during rush hour Wednesday evening, plunging dozens of vehicles into the Mississippi River.  ",TAC2011~!~D1122-A-CDEF~!~28,At least six people were killed and 79 injured when steel arched 8 lane bridge collapsed over the Mississippi River plunging vehicles and massive chunks of concrete into the rushing waters.,TAC2011~!~D1122-A-CDEF~!~1,-----------------,TAC2011,D1122-A-CDEF,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1122-A-CDEF~!~13~!~TAC2011~!~D1122-A-CDEF~!~28,{}
WYG,3PZDLQMM0TMULP18VJSADXI6K2FC2D,TAC2011~!~D1122-A-CDEF~!~113~!~SCU,TAC2011~!~D1122-A-CDEF~!~13,"At least four people are dead , 79 injured and about 30 are <strong>missing</strong> .  ",At least six people were <strong>killed</strong> and 79 <strong>injured</strong> when steel <strong>arched</strong> 8 lane bridge <strong>collapsed</strong> over the Mississippi River <strong>plunging</strong> vehicles and massive chunks of concrete into the <strong>rushing</strong> waters .,"At least four people are dead, 79 injured and about 30 are missing.  ",TAC2011~!~D1122-A-CDEF~!~12,"Minneapolis' I-35W bridge collapsed during rush hour Wednesday evening, plunging dozens of vehicles into the Mississippi River.  ",TAC2011~!~D1122-A-CDEF~!~28,At least six people were killed and 79 injured when steel arched 8 lane bridge collapsed over the Mississippi River plunging vehicles and massive chunks of concrete into the rushing waters.,TAC2011~!~D1122-A-CDEF~!~1,-----------------,TAC2011,D1122-A-CDEF,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2011~!~D1122-A-CDEF~!~13~!~TAC2011~!~D1122-A-CDEF~!~28,{}
WYG,3WZ36BJEV3H5VJ3F0YGB30LE2UTTBG,TAC2008~!~D0814-A-CEFH~!~17~!~SCU,TAC2008~!~D0814-A-CEFH~!~6,"Libya <strong>hosted</strong> a "" mini - summit "" with leaders of Sudan , Egypt , Nigeria , Chad and the JEM in Tripoli on October 17 - 21 ; SLA <strong>declined</strong> .","Gadhafi <strong>invited</strong> the presidents of Sudan , Egypt , Chad , Nigeria and the leaders of Darfur 's two rebel groups .","Libya hosted a ""mini-summit"" with leaders of Sudan, Egypt, Nigeria, Chad and the JEM in Tripoli on October 17-21; SLA declined.",TAC2008~!~D0814-A-CEFH~!~5,"AU-lead peace talks in Abuja between those Darfur rebels and Sudan ran August 23 through September 17, reconvened October 21, but were suspended by the AU on October 27.",TAC2008~!~D0814-A-CEFH~!~10,"Gadhafi invited the presidents of Sudan, Egypt, Chad, Nigeria and the leaders of Darfur's two rebel groups.",TAC2008~!~D0814-A-CEFH~!~9,"Libyan leader Moammar Gadhafi, called for a Darfur mini-summit to be held on October 21, 2004 in Sirte, Libyan.",TAC2008,D0814-A-CEFH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2008~!~D0814-A-CEFH~!~10~!~TAC2008~!~D0814-A-CEFH~!~6,{}
ROG,3XXU1SWE8MWZW01WWIS5OEZ3OCIA0K,TAC2008~!~D0814-A-CEFH~!~17~!~SCU,TAC2008~!~D0814-A-CEFH~!~6,"Libya <strong>hosted</strong> a "" mini - summit "" with leaders of Sudan , Egypt , Nigeria , Chad and the JEM in Tripoli on October 17 - 21 ; SLA <strong>declined</strong> .","Gadhafi <strong>invited</strong> the presidents of Sudan , Egypt , Chad , Nigeria and the leaders of Darfur 's two rebel groups .","Libya hosted a ""mini-summit"" with leaders of Sudan, Egypt, Nigeria, Chad and the JEM in Tripoli on October 17-21; SLA declined.",TAC2008~!~D0814-A-CEFH~!~5,"AU-lead peace talks in Abuja between those Darfur rebels and Sudan ran August 23 through September 17, reconvened October 21, but were suspended by the AU on October 27.",TAC2008~!~D0814-A-CEFH~!~10,"Gadhafi invited the presidents of Sudan, Egypt, Chad, Nigeria and the leaders of Darfur's two rebel groups.",TAC2008~!~D0814-A-CEFH~!~9,"Libyan leader Moammar Gadhafi, called for a Darfur mini-summit to be held on October 21, 2004 in Sirte, Libyan.",TAC2008,D0814-A-CEFH,sum-sum,reference_summary_sentence,reference_summary_sentence,summ-dev,TAC2008~!~D0814-A-CEFH~!~10~!~TAC2008~!~D0814-A-CEFH~!~6,{}
